Logger,Chenxi,Field #,1,Row #,2
2022-05-23_23:30:16,20,cm
2022-05-23_23:30:16,21,cm
2022-05-23_23:30:16,20,cm
2022-05-23_23:30:16,20,cm
2022-05-23_23:30:16,20,cm
2022-05-23_23:30:17,20,cm
2022-05-23_23:30:17,20,cm
2022-05-23_23:30:17,21,cm
2022-05-23_23:30:17,21,cm
2022-05-23_23:30:17,20,cm
2022-05-23_23:30:17,21,cm
2022-05-23_23:30:17,22,cm
2022-05-23_23:30:17,23,cm
2022-05-23_23:30:17,23,cm
2022-05-23_23:30:17,24,cm
2022-05-23_23:30:18,24,cm
2022-05-23_23:30:18,24,cm
2022-05-23_23:30:18,28,cm
2022-05-23_23:30:18,28,cm
2022-05-23_23:30:18,29,cm
2022-05-23_23:30:18,31,cm
2022-05-23_23:30:18,34,cm
2022-05-23_23:30:18,38,cm
2022-05-23_23:30:18,41,cm
2022-05-23_23:30:18,42,cm
2022-05-23_23:30:19,42,cm
2022-05-23_23:30:19,43,cm
2022-05-23_23:30:19,45,cm
2022-05-23_23:30:19,45,cm
2022-05-23_23:30:19,46,cm
2022-05-23_23:30:19,47,cm
2022-05-23_23:30:19,48,cm
2022-05-23_23:30:19,49,cm
2022-05-23_23:30:19,49,cm
2022-05-23_23:30:20,50,cm
2022-05-23_23:30:20,48,cm
2022-05-23_23:30:20,48,cm
2022-05-23_23:30:20,47,cm
2022-05-23_23:30:20,45,cm
2022-05-23_23:30:20,45,cm
2022-05-23_23:30:20,44,cm
2022-05-23_23:30:20,42,cm
2022-05-23_23:30:20,41,cm
2022-05-23_23:30:20,40,cm
2022-05-23_23:30:21,39,cm
2022-05-23_23:30:21,37,cm
2022-05-23_23:30:21,38,cm
2022-05-23_23:30:21,37,cm
2022-05-23_23:30:21,38,cm
2022-05-23_23:30:21,39,cm
2022-05-23_23:30:21,39,cm
2022-05-23_23:30:21,40,cm
2022-05-23_23:30:21,41,cm
2022-05-23_23:30:21,40,cm
2022-05-23_23:30:22,38,cm
2022-05-23_23:30:22,38,cm
2022-05-23_23:30:22,39,cm
2022-05-23_23:30:22,39,cm
2022-05-23_23:30:22,40,cm
2022-05-23_23:30:22,39,cm
2022-05-23_23:30:22,39,cm
2022-05-23_23:30:22,39,cm
2022-05-23_23:30:22,38,cm
2022-05-23_23:30:22,38,cm
2022-05-23_23:30:23,37,cm
2022-05-23_23:30:23,37,cm
2022-05-23_23:30:23,38,cm
2022-05-23_23:30:23,38,cm
2022-05-23_23:30:23,37,cm
2022-05-23_23:30:23,35,cm
2022-05-23_23:30:23,37,cm
2022-05-23_23:30:23,34,cm
2022-05-23_23:30:23,32,cm
2022-05-23_23:30:23,33,cm
2022-05-23_23:30:24,35,cm
2022-05-23_23:30:24,37,cm
2022-05-23_23:30:24,34,cm
2022-05-23_23:30:24,31,cm
2022-05-23_23:30:24,31,cm
2022-05-23_23:30:24,32,cm
2022-05-23_23:30:24,33,cm
2022-05-23_23:30:24,32,cm
2022-05-23_23:30:24,32,cm
2022-05-23_23:30:24,30,cm
2022-05-23_23:30:25,28,cm
2022-05-23_23:30:25,29,cm
2022-05-23_23:30:25,27,cm
2022-05-23_23:30:25,29,cm
2022-05-23_23:30:25,30,cm
2022-05-23_23:30:25,28,cm
2022-05-23_23:30:25,27,cm
2022-05-23_23:30:25,28,cm
2022-05-23_23:30:25,28,cm
