Logger,Chenxi,Field #,5,Row #,1
2022-05-23_23:34:41,21,cm
2022-05-23_23:34:41,22,cm
2022-05-23_23:34:41,21,cm
2022-05-23_23:34:41,22,cm
2022-05-23_23:34:41,21,cm
2022-05-23_23:34:42,21,cm
2022-05-23_23:34:42,21,cm
2022-05-23_23:34:42,21,cm
2022-05-23_23:34:42,22,cm
2022-05-23_23:34:42,21,cm
2022-05-23_23:34:42,22,cm
2022-05-23_23:34:42,24,cm
2022-05-23_23:34:42,24,cm
2022-05-23_23:34:42,26,cm
2022-05-23_23:34:43,28,cm
2022-05-23_23:34:43,29,cm
2022-05-23_23:34:43,31,cm
2022-05-23_23:34:43,33,cm
2022-05-23_23:34:43,34,cm
2022-05-23_23:34:43,35,cm
2022-05-23_23:34:43,35,cm
2022-05-23_23:34:43,35,cm
2022-05-23_23:34:43,34,cm
2022-05-23_23:34:43,33,cm
2022-05-23_23:34:44,30,cm
2022-05-23_23:34:44,29,cm
2022-05-23_23:34:44,27,cm
2022-05-23_23:34:44,27,cm
2022-05-23_23:34:44,38,cm
2022-05-23_23:34:44,40,cm
2022-05-23_23:34:44,40,cm
2022-05-23_23:34:44,39,cm
2022-05-23_23:34:44,38,cm
2022-05-23_23:34:44,40,cm
2022-05-23_23:34:45,41,cm
2022-05-23_23:34:45,40,cm
2022-05-23_23:34:45,41,cm
2022-05-23_23:34:45,40,cm
2022-05-23_23:34:45,41,cm
2022-05-23_23:34:45,39,cm
2022-05-23_23:34:45,37,cm
2022-05-23_23:34:45,27,cm
2022-05-23_23:34:45,26,cm
2022-05-23_23:34:45,27,cm
2022-05-23_23:34:46,30,cm
2022-05-23_23:34:46,30,cm
2022-05-23_23:34:46,32,cm
2022-05-23_23:34:46,33,cm
2022-05-23_23:34:46,34,cm
2022-05-23_23:34:46,35,cm
2022-05-23_23:34:46,35,cm
2022-05-23_23:34:46,34,cm
2022-05-23_23:34:46,34,cm
2022-05-23_23:34:46,32,cm
2022-05-23_23:34:47,30,cm
2022-05-23_23:34:47,30,cm
2022-05-23_23:34:47,28,cm
2022-05-23_23:34:47,27,cm
2022-05-23_23:34:47,37,cm
2022-05-23_23:34:47,41,cm
2022-05-23_23:34:47,41,cm
2022-05-23_23:34:47,41,cm
2022-05-23_23:34:47,42,cm
