Logger,Chenxi,Field #,10,Row #,10
2022-05-24_09:20:02,30,cm
2022-05-24_09:20:03,31,cm
2022-05-24_09:20:04,40,cm
2022-05-24_09:20:05,35,cm
2022-05-24_09:20:06,37,cm
2022-05-24_09:20:07,35,cm
2022-05-24_09:20:08,35,cm
2022-05-24_09:20:09,30,cm
2022-05-24_09:20:10,31,cm
2022-05-24_09:20:11,38,cm
2022-05-24_09:20:12,37,cm
2022-05-24_09:20:13,38,cm
2022-05-24_09:20:14,37,cm
2022-05-24_09:20:15,38,cm
2022-05-24_09:20:16,39,cm
2022-05-24_09:20:17,40,cm
2022-05-24_09:20:18,39,cm
2022-05-24_09:20:19,38,cm
2022-05-24_09:20:20,38,cm
2022-05-24_09:20:21,39,cm
2022-05-24_09:20:22,38,cm
2022-05-24_09:20:23,39,cm
2022-05-24_09:20:24,38,cm
2022-05-24_09:20:25,38,cm
2022-05-24_09:20:26,31,cm
2022-05-24_09:20:27,39,cm
2022-05-24_09:20:28,40,cm
2022-05-24_09:20:29,40,cm
2022-05-24_09:20:30,39,cm
2022-05-24_09:20:31,39,cm
2022-05-24_09:20:32,39,cm
2022-05-24_09:20:33,39,cm
2022-05-24_09:20:34,40,cm
2022-05-24_09:20:35,40,cm
2022-05-24_09:20:36,41,cm
2022-05-24_09:20:37,41,cm
2022-05-24_09:20:38,41,cm
2022-05-24_09:20:39,40,cm
2022-05-24_09:20:40,40,cm
2022-05-24_09:20:41,40,cm
2022-05-24_09:20:42,41,cm
2022-05-24_09:20:43,40,cm
2022-05-24_09:20:44,24,cm
2022-05-24_09:20:45,23,cm
2022-05-24_09:20:46,23,cm
2022-05-24_09:20:47,24,cm
2022-05-24_09:20:48,23,cm
2022-05-24_09:20:49,23,cm
2022-05-24_09:20:50,37,cm
2022-05-24_09:20:51,39,cm
2022-05-24_09:20:52,39,cm
2022-05-24_09:20:53,42,cm
2022-05-24_09:20:54,46,cm
2022-05-24_09:20:55,46,cm
2022-05-24_09:20:56,71,cm
2022-05-24_09:20:57,94,cm
2022-05-24_09:20:58,97,cm
2022-05-24_09:20:59,97,cm
2022-05-24_09:21:00,97,cm
2022-05-24_09:21:01,97,cm
2022-05-24_09:21:02,95,cm
2022-05-24_09:21:03,92,cm
2022-05-24_09:21:04,66,cm
2022-05-24_09:21:05,73,cm
2022-05-24_09:21:06,84,cm
2022-05-24_09:21:07,88,cm
2022-05-24_09:21:08,87,cm
2022-05-24_09:21:09,88,cm
2022-05-24_09:21:10,92,cm
2022-05-24_09:21:11,95,cm
2022-05-24_09:21:12,95,cm
2022-05-24_09:21:13,79,cm
2022-05-24_09:21:14,90,cm
2022-05-24_09:21:15,68,cm
2022-05-24_09:21:16,88,cm
2022-05-24_09:21:17,96,cm
2022-05-24_09:21:18,98,cm
2022-05-24_09:21:19,99,cm
2022-05-24_09:21:20,100,cm
2022-05-24_09:21:21,116,cm
2022-05-24_09:21:22,97,cm
2022-05-24_09:21:23,139,cm
2022-05-24_09:21:24,178,cm
2022-05-24_09:21:25,209,cm
2022-05-24_09:21:26,276,cm
2022-05-24_09:21:27,236,cm
2022-05-24_09:21:28,200,cm
2022-05-24_09:21:29,131,cm
2022-05-24_09:21:30,99,cm
2022-05-24_09:21:31,94,cm
2022-05-24_09:21:32,96,cm
2022-05-24_09:21:33,77,cm
2022-05-24_09:21:34,100,cm
2022-05-24_09:21:35,74,cm
2022-05-24_09:21:36,102,cm
2022-05-24_09:21:37,102,cm
2022-05-24_09:21:38,101,cm
2022-05-24_09:21:39,103,cm
2022-05-24_09:21:40,94,cm
2022-05-24_09:21:41,93,cm
2022-05-24_09:21:42,87,cm
2022-05-24_09:21:43,87,cm
2022-05-24_09:21:44,74,cm
2022-05-24_09:21:45,69,cm
2022-05-24_09:21:46,69,cm
2022-05-24_09:21:47,69,cm
2022-05-24_09:21:48,65,cm
2022-05-24_09:21:49,72,cm
2022-05-24_09:21:50,68,cm
2022-05-24_09:21:51,69,cm
2022-05-24_09:21:52,67,cm
2022-05-24_09:21:53,68,cm
2022-05-24_09:21:54,77,cm
2022-05-24_09:21:55,100,cm
2022-05-24_09:21:56,97,cm
2022-05-24_09:21:57,95,cm
2022-05-24_09:21:58,99,cm
2022-05-24_09:21:59,100,cm
2022-05-24_09:22:00,100,cm
2022-05-24_09:22:01,100,cm
2022-05-24_09:22:02,98,cm
2022-05-24_09:22:03,92,cm
2022-05-24_09:22:04,91,cm
2022-05-24_09:22:05,103,cm
2022-05-24_09:22:06,282,cm
2022-05-24_09:22:07,281,cm
2022-05-24_09:22:08,282,cm
2022-05-24_09:22:09,282,cm
2022-05-24_09:22:10,281,cm
2022-05-24_09:22:11,126,cm
2022-05-24_09:22:12,283,cm
2022-05-24_09:22:13,283,cm
2022-05-24_09:22:14,280,cm
2022-05-24_09:22:15,281,cm
2022-05-24_09:22:16,281,cm
2022-05-24_09:22:17,283,cm
2022-05-24_09:22:18,281,cm
2022-05-24_09:22:19,281,cm
2022-05-24_09:22:20,282,cm
2022-05-24_09:22:21,281,cm
2022-05-24_09:22:22,283,cm
2022-05-24_09:22:23,283,cm
2022-05-24_09:22:24,282,cm
2022-05-24_09:22:25,283,cm
2022-05-24_09:22:26,283,cm
2022-05-24_09:22:27,283,cm
2022-05-24_09:22:28,283,cm
2022-05-24_09:22:29,281,cm
2022-05-24_09:22:30,283,cm
2022-05-24_09:22:31,284,cm
