Lidar Time,Height (cm),Log Format,GPS UTC Time,Latitude,Latitude Direction,Longitude,Longitude Direction,GPS Quality Indicator,# sats,hdop,alt,a-units,undulation,u-units,age,stn ID & Check Sum
17:37:17.499433,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.500111,81,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.500701,81,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.501231,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.502136,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.502919,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.503702,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.504589,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.506530,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.507047,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.507491,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.507943,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.508443,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.509088,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.509790,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.510463,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.511108,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.511681,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.512339,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.513006,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.513670,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.514370,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.515039,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.515681,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.516273,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.517003,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.517705,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.518363,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.519982,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.520682,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.521279,81,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.521861,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.522443,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.522976,81,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.523477,81,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.524134,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.524808,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.525435,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.526050,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.526652,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.527226,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.527798,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.528351,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.528936,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.529451,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.529918,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.530485,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.531002,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.531493,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.531982,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.532528,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.533231,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.534064,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.534852,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.535621,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.537504,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.538310,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.539150,83,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.539950,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:17.540793,82,$GPGGA,213717.00,4226.86249173,N,07628.54733390,W,2,14,1.3,313.244,M,-34.038,M,5.0,0131*70
17:37:18.411098,81,$GPGGA,213718.00,4226.86248617,N,07628.54733283,W,2,14,1.3,313.267,M,-34.038,M,6.0,0131*7A
17:37:18.480739,83,$GPGGA,213718.00,4226.86248617,N,07628.54733283,W,2,14,1.3,313.267,M,-34.038,M,6.0,0131*7A
17:37:18.546346,83,$GPGGA,213718.00,4226.86248617,N,07628.54733283,W,2,14,1.3,313.267,M,-34.038,M,6.0,0131*7A
17:37:18.615930,82,$GPGGA,213718.00,4226.86248617,N,07628.54733283,W,2,14,1.3,313.267,M,-34.038,M,6.0,0131*7A
17:37:18.681527,83,$GPGGA,213718.00,4226.86248617,N,07628.54733283,W,2,14,1.3,313.267,M,-34.038,M,6.0,0131*7A
17:37:18.746991,82,$GPGGA,213718.00,4226.86248617,N,07628.54733283,W,2,14,1.3,313.267,M,-34.038,M,6.0,0131*7A
17:37:18.816625,82,$GPGGA,213718.00,4226.86248617,N,07628.54733283,W,2,14,1.3,313.267,M,-34.038,M,6.0,0131*7A
17:37:18.882164,83,$GPGGA,213718.00,4226.86248617,N,07628.54733283,W,2,14,1.3,313.267,M,-34.038,M,6.0,0131*7A
